"","Year","State","Fruit","Category","Item","Meas Type","Metric","Domain","Type","Name","Code","Value"
"935",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","BACILLUS SUBTILIS ","6479","(NA)"
"936",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","BLAD ","30006","(D)"
"937",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","BORAX DECAHYDRATE ","11102","100"
"938",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","BOSCALID ","128008","2,100"
"939",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19 ","6544","(NA)"
"940",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","CAPTAN ","81301","253,600"
"941",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","COPPER OCTANOATE ","23306","(D)"
"942",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","CYFLUFENAMID ","555550","500"
"943",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","CYPRODINIL ","288202","11,300"
"944",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","DIFENOCONAZOLE ","128847","(D)"
"945",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","FENHEXAMID ","90209","16,700"
"946",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","FLUDIOXONIL ","71503","7,500"
"947",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","FLUOPYRAM ","80302","3,800"
"948",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","FLUXAPYROXAD ","138009","1,800"
"949",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","FOSETYL-AL ","123301","(D)"
"950",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","ISOFETAMID ","270000","(D)"
"951",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","MEFENOXAM ","113502","2,400"
"952",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","MONO-POTASSIUM SALT ","76416","(D)"
"953",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","MYCLOBUTANIL ","128857","4,100"
"954",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD ","90112","3,400"
"955",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","POLYOXIN D ZINC SALT ","230000","2,300"
"956",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","POTASSIUM BICARBON. ","73508","10,600"
"957",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","PROPICONAZOLE ","122101","1,200"
"958",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN ","99100","3,100"
"959",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","PYRIMETHANIL ","288201","10,800"
"960",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","QUINOLINE ","55459","2,000"
"961",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","STREPTOMYCES LYDICUS ","6327","(NA)"
"962",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","SULFUR ","77501","591,200"
"963",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","TETRACONAZOLE ","120603","800"
"964",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL ","102001","9,400"
"965",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","THIRAM ","79801","96,300"
"966",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","TOTAL",NA,"1,056,400"
"967",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","TRIFLOXYSTROBIN ","129112","3,900"
"968",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," FUNGICIDE","TRIFLUMIZOLE ","128879","6,300"
"969",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","CARFENTRAZONE-ETHYL ","128712","(D)"
"970",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","FLUMIOXAZIN ","129034","500"
"971",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","GLYPHOSATE ISO. SALT ","103601","(D)"
"972",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","GLYPHOSATE POT. SALT ","103613","(D)"
"973",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","NAPROPAMIDE ","103001","(D)"
"974",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","OXYFLUORFEN ","111601","1,700"
"975",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","PARAQUAT ","61601","(D)"
"976",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","PENDIMETHALIN ","108501","10,800"
"977",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," HERBICIDE","TOTAL",NA,"16,900"
"978",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","ABAMECTIN ","122804","200"
"979",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","ACEQUINOCYL ","6329","7,400"
"980",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","ACETAMIPRID ","99050","2,300"
"981",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","AZADIRACHTIN ","121701","600"
"982",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BEAUVERIA BASSIANA ","128924","(NA)"
"983",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BIFENAZATE ","586","16,700"
"984",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BIFENTHRIN ","128825","3,400"
"985",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BT KURSTAK ABTS-1857 ","6523","(NA)"
"986",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BT KURSTAKI ABTS-351 ","6522","(NA)"
"987",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BT KURSTAKI EG7841 ","6453","(NA)"
"988",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BT KURSTAKI SA-11 ","6519","(NA)"
"989",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BT SUB AIZAWAI GC-91 ","6426","(NA)"
"990",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BUPROFEZIN ","275100","(D)"
"991",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA ","6534","(NA)"
"992",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","CANOLA OIL ","11332","(D)"
"993",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE ","90100","1,800"
"994",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA ","16329","(NA)"
"995",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","CYANTRANILIPROLE ","90098","1,100"
"996",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","CYFLUMETOFEN ","138831","5,500"
"997",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","DIAZINON ","57801","(D)"
"998",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","ETOXAZOLE ","107091","(D)"
"999",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","FENBUTATIN-OXIDE ","104601","(D)"
"1000",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","FENPROPATHRIN ","127901","2,500"
"1001",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","FENPYROXIMATE ","129131","200"
"1002",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","FLONICAMID ","128016","3,600"
"1003",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","FLUPYRADIFURONE ","122304","3,600"
"1004",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","HELICOVERPA ZEA NPV ","107300","(NA)"
"1005",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","HEXYTHIAZOX ","128849","2,600"
"1006",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","IMIDACLOPRID ","129099","2,500"
"1007",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","MALATHION ","57701","29,100"
"1008",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","METHOXYFENOZIDE ","121027","2,600"
"1009",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","NALED ","34401","2,900"
"1010",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","NEEM OIL ","25006","3,100"
"1011",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","NEEM OIL, CLAR. HYD. ","25007","5,800"
"1012",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","NOVALURON ","124002","3,300"
"1013",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","PETROLEUM DISTILLATE ","63503","(D)"
"1014",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","PIPERONYL BUTOXIDE ","67501","(D)"
"1015",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","POTASSIUM SALTS ","79021","(D)"
"1016",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","PYRETHRINS ","69001","100"
"1017",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","PYRIDABEN ","129105","(D)"
"1018",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","PYRIPROXYFEN ","129032","(D)"
"1019",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","SPINETORAM ","110007","2,200"
"1020",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","SPINOSAD ","110003","1,800"
"1021",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","SPIROMESIFEN ","24875","700"
"1022",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","THIAMETHOXAM ","60109","600"
"1023",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," INSECTICIDE","TOTAL",NA,"116,700"
"1024",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","ACIBENZOLAR-S-METHYL ","61402","(D)"
"1025",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","CAPRIC ACID ","128955","(D)"
"1026",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","CAPRYLIC ACID ","128919","(D)"
"1027",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","CAPSICUM OLEORESIN EXTRACT ","70704","(NA)"
"1028",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","CHLOROPICRIN ","81501","5,692,600"
"1029",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","DICHLOROPROPENE ","29001","848,600"
"1030",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","FLUTRIAFOL ","128940","2,600"
"1031",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","GARLIC OIL ","128827","(D)"
"1032",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","HYDROGEN PEROXIDE ","595","9,400"
"1033",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","IRON PHOSPHATE ","34903","(D)"
"1034",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","METAM-POTASSIUM ","39002","1,040,400"
"1035",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","MINERAL OIL ","63502","(D)"
"1036",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","PAECILOMYCES FUMOSOR ","115002","(D)"
"1037",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","PEROXYACETIC ACID ","63201","2,000"
"1038",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","POTASSIUM SILICATE ","72606","(D)"
"1039",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 ","6800","(NA)"
"1040",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","REYNOUTRIA SACHALINE ","55809","3,000"
"1041",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS",NA," MEASURED IN LB","CHEMICAL"," OTHER","TOTAL",NA,"7,602,900"
"1042",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN ","128810","0.237"
"1043",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727 ","16489","(NA)"
"1044",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600 ","129082","(NA)"
"1045",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747 ","16482","(NA)"
"1046",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","BACILLUS PUMILUS ","6485","(NA)"
"1047",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","BACILLUS SUBTILIS ","6479","(NA)"
"1048",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","BLAD ","30006","(D)"
"1049",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","BORAX DECAHYDRATE ","11102","0.017"
"1050",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","BOSCALID ","128008","0.372"
"1051",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19 ","6544","(NA)"
"1052",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","CAPTAN ","81301","1.662"
"1053",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","COPPER OCTANOATE ","23306","(D)"
"1054",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","CYFLUFENAMID ","555550","0.023"
"1055",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","CYPRODINIL ","288202","0.333"
"1056",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","DIFENOCONAZOLE ","128847","(D)"
"1057",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","FENHEXAMID ","90209","0.627"
"1058",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","FLUDIOXONIL ","71503","0.222"
"1059",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","FLUOPYRAM ","80302","0.125"
"1060",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","FLUXAPYROXAD ","138009","0.174"
"1061",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","FOSETYL-AL ","123301","(D)"
"1062",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","ISOFETAMID ","270000","(D)"
"1063",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","MEFENOXAM ","113502","0.483"
"1064",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","MONO-POTASSIUM SALT ","76416","(D)"
"1065",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","MYCLOBUTANIL ","128857","0.105"
"1066",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD ","90112","0.279"
"1067",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","POLYOXIN D ZINC SALT ","230000","0.098"
"1068",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","POTASSIUM BICARBON. ","73508","2.152"
"1069",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","PROPICONAZOLE ","122101","0.113"
"1070",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN ","99100","0.179"
"1071",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","PYRIMETHANIL ","288201","0.711"
"1072",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","QUINOLINE ","55459","0.098"
"1073",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","STREPTOMYCES LYDICUS ","6327","(NA)"
"1074",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","SULFUR ","77501","3.779"
"1075",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","TETRACONAZOLE ","120603","0.038"
"1076",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL ","102001","0.707"
"1077",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","THIRAM ","79801","2.144"
